,text,category,entity_type,entity_value,start_offset,end_offset,tags
4999,I want assistance restoring my PIN code,recover_password,,,,,BL
5000,where can I recover my damn profile password?,recover_password,,,,,BILW
5001,I have a question about my PIN code reset,recover_password,,,,,BL
5002,I am trying to retrieve my profile access key,recover_password,,,,,BL
5003,I am trying to find information about a key reset,recover_password,,,,,BEL
5004,i need assistanec resetting the pin of my profile,recover_password,,,,,BLQZ
5005,how can i reset the pass of my account,recover_password,,,,,BILQ
5006,i need help to reset the pin of my user account,recover_password,,,,,BLQ
5007,can you help me to recover my user account PIN code?,recover_password,,,,,BIL
5008,I want assistance to recover my profile access key,recover_password,,,,,BL
5009,I want assistance to reset my user account PIN code,recover_password,,,,,BL
5010,wanna recover my bloody pwd i need assistance,recover_password,,,,,BCLQW
5011,information about forgotten pass,recover_password,,,,,BLQ
5012,I need help to recover the PIN of my account,recover_password,,,,,BL
5013,could you help me restoring my key?,recover_password,,,,,BILP
5014,how to restore my access key,recover_password,,,,,BILQ
5015,help to reset the access key of my account,recover_password,,,,,BL
5016,help me resoring my profile pwd,recover_password,,,,,BLQZ
5017,is it possible to restore my user PIN code?,recover_password,,,,,BIL
5018,assistance recovering my user password,recover_password,,,,,BL
5019,where do I restore the pass of my profile?,recover_password,,,,,BILQ
5020,can you help me reset the key of my user profile?,recover_password,,,,,BIL
5021,i cannot recover my fucking user access key,recover_password,,,,,BELNQW
5022,assistance retrieving the pass of my user profile,recover_password,,,,,BLQ
5023,I need help retrieving my user PIN code,recover_password,,,,,BL
5024,I have got to rset my profile PIN,recover_password,,,,,BLZ
5025,wanna reset my usef account pass,recover_password,,,,,BLQZ
5026,can i restore my account pin code,recover_password,,,,,BILQ
5027,"I lost my key, help me recovering it",recover_password,,,,,BCL
5028,need assistance to recover the PIN of my profile,recover_password,,,,,BLQ
5029,where can I get information about lost pwd?,recover_password,,,,,BILQ
5030,I have problems with my password recovery,recover_password,,,,,BLM
5031,help me to restore my user profile PIN,recover_password,,,,,BL
5032,want assistance resetting my profile key,recover_password,,,,,BLQ
5033,"I lost the fucking PIN of my account, help me recovering it",recover_password,,,,,BCLW
5034,have a qustion about a lost pwd,recover_password,,,,,BLQZ
5035,I do not know how I canrestore my user account pass,recover_password,,,,,BELQZ
5036,problem with the forgotten PIN,recover_password,,,,,BL
5037,can I reset the PIN code of my profile?,recover_password,,,,,BIL
5038,I have got to restore my account key,recover_password,,,,,BL
5039,I want help resetting my user account key,recover_password,,,,,BL
5040,I don't know how I can reset the password of my user,recover_password,,,,,BL
5041,"I lost my account password, can you help me to recover it?",recover_password,,,,,BCIL
5042,I do not know how I could retrieve my user key,recover_password,,,,,BELP
5043,I need to reset my user PIN,recover_password,,,,,BL
5044,I try to reset the pwd of my user,recover_password,,,,,BLQ
5045,I have got to report a signup issue,registration_problems,,,,,BL
5046,what do i have to do to report a sign-up problem,registration_problems,,,,,BILQ
5047,I want assistance to inform of fucking registration issues,registration_problems,,,,,BLMW
5048,i cannot create an account i have to report a signup problem,registration_problems,,,,,BCELNQ
5049,what do I have to do to report signup issues?,registration_problems,,,,,BILM
5050,could you help me to notify of issues with signup?,registration_problems,,,,,BILMP
5051,help me to report a signup issue,registration_problems,,,,,BL
5052,I try to notify of a regstration error,registration_problems,,,,,BLZ
5053,where can i report a registration error,registration_problems,,,,,BILQ
5054,how do I inform of problems with signup?,registration_problems,,,,,BILM
5055,what do I have to do to report a signup error?,registration_problems,,,,,BIL
5056,reporting issue with registration,registration_problems,,,,,BK
5057,I do not know how to inform of problems with a registration,registration_problems,,,,,BELM
5058,I need help reeporting a signup issue,registration_problems,,,,,BLZ
5059,want assistance to report problems with signup,registration_problems,,,,,BLMQ
5060,where to notify of a registration problem?,registration_problems,,,,,BIL
5061,I need help reporting a problem with signup,registration_problems,,,,,BL
5062,"I cannot open a user, how could I report sign-up errors?",registration_problems,,,,,BCEILMNP
5063,i do not know how to notify of an issue with a sign-up,registration_problems,,,,,BELQ
5064,how could I report a sign-up issue?,registration_problems,,,,,BILP
5065,I do not know how to notify of sign-up errors,registration_problems,,,,,BELM
5066,i dont know how to report an issue with sign-up,registration_problems,,,,,BLQ
5067,need assistance to inform of issues  with registrations,registration_problems,,,,,BLMQZ
5068,I want to inform of a sign-up issue,registration_problems,,,,,BL
5069,report a problem with registrations,registration_problems,,,,,BL
5070,I want to inform of sign-up issues,registration_problems,,,,,BLM
5071,help creating account,registration_problems,,,,,BK
5072,I do not know how I can inform of an error with a sign-up,registration_problems,,,,,BEL
5073,i have to notify of signup problems,registration_problems,,,,,BLMQ
5074,can you help me report a sign-up error?,registration_problems,,,,,BIL
5075,"I am experiencing errors registering, could you help me?",registration_problems,,,,,BCEILMP
5076,how to notify of signup issues,registration_problems,,,,,BILMQ
5077,I want assistance to inform of errors with signup,registration_problems,,,,,BLM
5078,i need assistance to inform of issues with signup,registration_problems,,,,,BLMQ
5079,want support regarding my online  registration,registration_problems,,,,,BLQZ
5080,assistance informing of rgistration problems,registration_problems,,,,,BLMZ
5081,I don't know how I can report problems with a registration,registration_problems,,,,,BLM
5082,need assistance notifying of an issue with signup,registration_problems,,,,,BLQ
5083,i need assistance notifying of a registration problem,registration_problems,,,,,BLQ
5084,notifying of error creating accojnt,registration_problems,,,,,BKLZ
5085,i dont know how to notify of registration errors,registration_problems,,,,,BLMQ
5086,I have to inform of sign-up issues,registration_problems,,,,,BLM
5087,reporting errors with sign-up,registration_problems,,,,,BKLM
5088,can uhelp me ot report signup issues,registration_problems,,,,,BILMQZ
5089,want help to report signup issues,registration_problems,,,,,BLMQ
5090,i cant create a user can uhelp me to report sign-uup issues,registration_problems,,,,,BCILMNQZ
5091,want assistance to inform of issues with a registration,registration_problems,,,,,BLMQ
5092,issue creating user,registration_problems,,,,,BK
5093,what do I need to do to notify of issues with signup?,registration_problems,,,,,BILM
5094,I can't inform of a registration issue,registration_problems,,,,,BLN
5095,where to report sign-up errors?,registration_problems,,,,,BILM
5096,i nee assistance to inform of an issue with a registration,registration_problems,,,,,BLQZ
5097,I do not know what to do to inform of issues with a signup,registration_problems,,,,,BELM
5098,i need help to inform of signup problems,registration_problems,,,,,BLMQ
5099,i have to report registratino issues will ya help me,registration_problems,,,,,BCIMPQZ
5100,i dont knos how to notify of issues with a registration,registration_problems,,,,,BLMQZ
5101,I try to notify of an issue with a signup,registration_problems,,,,,BL
5102,"I can't sign up, help me informing of a registration issue",registration_problems,,,,,BCLN
5103,i do not know how to report sibn-up errors,registration_problems,,,,,BELMQZ
5104,can you help me to notify of an error with sign-up?,registration_problems,,,,,BIL
5105,can i notify of an  issue with goddamn signup,registration_problems,,,,,BILMQWZ
5106,can I report errors with signup?,registration_problems,,,,,BILM
5107,I can't inform of problems with registrations,registration_problems,,,,,BLMN
5108,i casnnot report sign-up errors,registration_problems,,,,,BELMNQZ
5109,I have to inform of a problem with sign-up,registration_problems,,,,,BL
5110,help notifying of a problem with a signup,registration_problems,,,,,BL
5111,I need help to report a sign-up error,registration_problems,,,,,BL
5112,I try to notify of aan issue with a signup,registration_problems,,,,,BLZ
5113,i need help notifying of signup issues,registration_problems,,,,,BLMQ
5114,can you help me to notify of signup errors?,registration_problems,,,,,BILM
5115,want help informing of signup errors,registration_problems,,,,,BLMQ
5116,I want help reporting a sign-up error,registration_problems,,,,,BL
5117,i need help to notify of issues with sign-up,registration_problems,,,,,BLMQ
5118,what d I have to do to report an error with a registration?,registration_problems,,,,,BILZ
5119,I want assistance informing of a problem with sign-up,registration_problems,,,,,BL
5120,want assistance informnig of issues with signup,registration_problems,,,,,BLMQZ
5121,notifying of problems with signup,registration_problems,,,,,BKLM
5122,registration issue,registration_problems,,,,,BK
5123,I want assistance informing of an issue with registrations,registration_problems,,,,,BL
5124,issues with registration,registration_problems,,,,,BKM
5125,I have to inform of problems with a signup,registration_problems,,,,,BLM
5126,can you help me informing of a goddamn signup issue?,registration_problems,,,,,BILW
5127,report registration issues,registration_problems,,,,,BKM
5128,i cant sign up want assisance to inform of sign-up errors,registration_problems,,,,,BCLMNQZ
5129,notify of issues opening user,registration_problems,,,,,BKLM
5130,"I can't register, how can I inform of sign-up errors?",registration_problems,,,,,BCILMN
5131,I have issues with my sign-up,registration_problems,,,,,BLM
5132,i want help reporting problems with a registration,registration_problems,,,,,BLMQ
5133,where to report an registration problem,registration_problems,,,,,BILQZ
5134,where can i inrorm of a problem with sign-up,registration_problems,,,,,BILQZ
5135,i have got to inform of an error with registrations,registration_problems,,,,,BLQ
5136,I'm having an issue with the online registration,registration_problems,,,,,BELQ
5137,is it possible to inform of an issue with a registration?,registration_problems,,,,,BIL
5138,i cannot open an account where to report a signup problem,registration_problems,,,,,BCEILNQ
5139,i want assistance with my signup,registration_problems,,,,,BLQ
5140,could uhelp me notify of fucking signup errors,registration_problems,,,,,BILMPQW
5141,what do I have to do to inform of errors with a sign-up?,registration_problems,,,,,BILM
5142,report issue creating account,registration_problems,,,,,BK
5143,i donmt know how i can notify of an error with sign-up,registration_problems,,,,,BLQZ
5144,I don't know what to do to report problems with signup,registration_problems,,,,,BLM
5145,I need assistance to report an error with registrations,registration_problems,,,,,BL
